phase_id,cycle_id,phase_name,phase_order,duration_seconds
CYC_0200_P2,CYC_0200,LIFT,2,5.94
CYC_0200_P3,CYC_0200,SWING,3,6.59
CYC_0200_P4,CYC_0200,DUMP,4,5.84
CYC_0200_P5,CYC_0200,REPOSITION,5,8.92
CYC_0201_P1,CYC_0201,DIG,1,8.4
CYC_0201_P2,CYC_0201,LIFT,2,5.67
CYC_0201_P3,CYC_0201,SWING,3,6.85
CYC_0201_P4,CYC_0201,DUMP,4,5.2
CYC_0201_P5,CYC_0201,REPOSITION,5,8.72
CYC_0202_P1,CYC_0202,DIG,1,9.42
CYC_0202_P2,CYC_0202,LIFT,2,6.06
CYC_0202_P3,CYC_0202,SWING,3,5.52
CYC_0202_P4,CYC_0202,DUMP,4,5.94
CYC_0202_P5,CYC_0202,REPOSITION,5,12.33
CYC_0203_P1,CYC_0203,DIG,1,9.5
CYC_0203_P2,CYC_0203,LIFT,2,6.3
CYC_0203_P3,CYC_0203,SWING,3,8.63
CYC_0203_P4,CYC_0203,DUMP,4,5.06
CYC_0203_P5,CYC_0203,REPOSITION,5,8.73
CYC_0204_P1,CYC_0204,DIG,1,9.23
CYC_0204_P2,CYC_0204,LIFT,2,7.11
CYC_0204_P3,CYC_0204,SWING,3,5.65
CYC_0204_P4,CYC_0204,DUMP,4,5.73
CYC_0204_P5,CYC_0204,REPOSITION,5,9.88
CYC_0205_P1,CYC_0205,DIG,1,7.18
CYC_0205_P2,CYC_0205,LIFT,2,5.45
CYC_0205_P3,CYC_0205,SWING,3,7.82
CYC_0205_P4,CYC_0205,DUMP,4,5.8
CYC_0205_P5,CYC_0205,REPOSITION,5,11.08
CYC_0206_P1,CYC_0206,DIG,1,8.11
CYC_0206_P2,CYC_0206,LIFT,2,5.61
CYC_0206_P3,CYC_0206,SWING,3,7.14
CYC_0206_P4,CYC_0206,DUMP,4,5.85
CYC_0206_P5,CYC_0206,REPOSITION,5,8.65
CYC_0207_P1,CYC_0207,DIG,1,10.18
CYC_0207_P2,CYC_0207,LIFT,2,5.78
CYC_0207_P3,CYC_0207,SWING,3,7.3
CYC_0207_P4,CYC_0207,DUMP,4,5.62
CYC_0207_P5,CYC_0207,REPOSITION,5,8.8
CYC_0208_P1,CYC_0208,DIG,1,8.92
CYC_0208_P2,CYC_0208,LIFT,2,5.59
CYC_0208_P3,CYC_0208,SWING,3,6.47
CYC_0208_P4,CYC_0208,DUMP,4,5.68
CYC_0208_P5,CYC_0208,REPOSITION,5,7.4
CYC_0209_P1,CYC_0209,DIG,1,8.18
CYC_0209_P2,CYC_0209,LIFT,2,5.37
CYC_0209_P3,CYC_0209,SWING,3,6.87
CYC_0209_P4,CYC_0209,DUMP,4,5.63
CYC_0209_P5,CYC_0209,REPOSITION,5,9.5
CYC_0210_P1,CYC_0210,DIG,1,8.67
CYC_0210_P2,CYC_0210,LIFT,2,6.1
CYC_0210_P3,CYC_0210,SWING,3,6.64
CYC_0210_P4,CYC_0210,DUMP,4,5.83
CYC_0210_P5,CYC_0210,REPOSITION,5,7.77
CYC_0211_P1,CYC_0211,DIG,1,8.46
CYC_0211_P2,CYC_0211,LIFT,2,5.56
CYC_0211_P3,CYC_0211,SWING,3,6.54
CYC_0211_P4,CYC_0211,DUMP,4,6.57
CYC_0211_P5,CYC_0211,REPOSITION,5,13.15
CYC_0212_P1,CYC_0212,DIG,1,7.0
CYC_0212_P2,CYC_0212,LIFT,2,5.64
CYC_0212_P3,CYC_0212,SWING,3,6.51
CYC_0212_P4,CYC_0212,DUMP,4,5.97
CYC_0212_P5,CYC_0212,REPOSITION,5,9.53
CYC_0213_P1,CYC_0213,DIG,1,7.27
CYC_0213_P2,CYC_0213,LIFT,2,5.34
CYC_0213_P3,CYC_0213,SWING,3,7.14
CYC_0213_P4,CYC_0213,DUMP,4,5.19
CYC_0213_P5,CYC_0213,REPOSITION,5,11.81
CYC_0214_P1,CYC_0214,DIG,1,8.76
CYC_0214_P2,CYC_0214,LIFT,2,5.88
CYC_0214_P3,CYC_0214,SWING,3,6.89
CYC_0214_P4,CYC_0214,DUMP,4,5.48
CYC_0214_P5,CYC_0214,REPOSITION,5,9.27
CYC_0215_P1,CYC_0215,DIG,1,8.71
CYC_0215_P2,CYC_0215,LIFT,2,5.81
CYC_0215_P3,CYC_0215,SWING,3,6.55
CYC_0215_P4,CYC_0215,DUMP,4,5.49
CYC_0215_P5,CYC_0215,REPOSITION,5,8.72
CYC_0216_P1,CYC_0216,DIG,1,10.47
CYC_0216_P2,CYC_0216,LIFT,2,5.4
CYC_0216_P3,CYC_0216,SWING,3,7.39
CYC_0216_P4,CYC_0216,DUMP,4,4.2
CYC_0216_P5,CYC_0216,REPOSITION,5,12.36
CYC_0217_P1,CYC_0217,DIG,1,9.23
CYC_0217_P2,CYC_0217,LIFT,2,6.24
CYC_0217_P3,CYC_0217,SWING,3,7.57
CYC_0217_P4,CYC_0217,DUMP,4,5.8
CYC_0217_P5,CYC_0217,REPOSITION,5,11.45
CYC_0218_P1,CYC_0218,DIG,1,7.81
CYC_0218_P2,CYC_0218,LIFT,2,5.03
CYC_0218_P3,CYC_0218,SWING,3,6.14
CYC_0218_P4,CYC_0218,DUMP,4,5.32
CYC_0218_P5,CYC_0218,REPOSITION,5,8.51
CYC_0219_P1,CYC_0219,DIG,1,9.24
CYC_0219_P2,CYC_0219,LIFT,2,4.79
CYC_0219_P3,CYC_0219,SWING,3,6.79
CYC_0219_P4,CYC_0219,DUMP,4,5.29
CYC_0219_P5,CYC_0219,REPOSITION,5,11.01
CYC_0220_P1,CYC_0220,DIG,1,7.84
CYC_0220_P2,CYC_0220,LIFT,2,5.12
CYC_0220_P3,CYC_0220,SWING,3,7.28
CYC_0220_P4,CYC_0220,DUMP,4,5.79
CYC_0220_P5,CYC_0220,REPOSITION,5,12.77
CYC_0221_P1,CYC_0221,DIG,1,9.22
CYC_0221_P2,CYC_0221,LIFT,2,6.27
CYC_0221_P3,CYC_0221,SWING,3,6.67
CYC_0221_P4,CYC_0221,DUMP,4,5.58
CYC_0221_P5,CYC_0221,REPOSITION,5,12.35
CYC_0222_P1,CYC_0222,DIG,1,7.95
CYC_0222_P2,CYC_0222,LIFT,2,5.44
CYC_0222_P3,CYC_0222,SWING,3,6.21
CYC_0222_P4,CYC_0222,DUMP,4,5.51
CYC_0222_P5,CYC_0222,REPOSITION,5,8.61
CYC_0223_P1,CYC_0223,DIG,1,7.0
CYC_0223_P2,CYC_0223,LIFT,2,4.65
CYC_0223_P3,CYC_0223,SWING,3,5.74
CYC_0223_P4,CYC_0223,DUMP,4,6.04
CYC_0223_P5,CYC_0223,REPOSITION,5,12.29
CYC_0224_P1,CYC_0224,DIG,1,7.63
CYC_0224_P2,CYC_0224,LIFT,2,5.54
CYC_0224_P3,CYC_0224,SWING,3,6.15
CYC_0224_P4,CYC_0224,DUMP,4,5.55
CYC_0224_P5,CYC_0224,REPOSITION,5,8.24
CYC_0225_P1,CYC_0225,DIG,1,7.57
CYC_0225_P2,CYC_0225,LIFT,2,5.18
CYC_0225_P3,CYC_0225,SWING,3,6.02
CYC_0225_P4,CYC_0225,DUMP,4,5.43
CYC_0225_P5,CYC_0225,REPOSITION,5,7.83
CYC_0226_P1,CYC_0226,DIG,1,8.9
CYC_0226_P2,CYC_0226,LIFT,2,4.86
CYC_0226_P3,CYC_0226,SWING,3,7.21
CYC_0226_P4,CYC_0226,DUMP,4,5.9
CYC_0226_P5,CYC_0226,REPOSITION,5,13.11
CYC_0227_P1,CYC_0227,DIG,1,9.3
CYC_0227_P2,CYC_0227,LIFT,2,5.5
CYC_0227_P3,CYC_0227,SWING,3,6.1
CYC_0227_P4,CYC_0227,DUMP,4,6.02
CYC_0227_P5,CYC_0227,REPOSITION,5,8.79
CYC_0228_P1,CYC_0228,DIG,1,7.46
CYC_0228_P2,CYC_0228,LIFT,2,6.36
CYC_0228_P3,CYC_0228,SWING,3,6.77
CYC_0228_P4,CYC_0228,DUMP,4,6.09
CYC_0228_P5,CYC_0228,REPOSITION,5,10.07
CYC_0229_P1,CYC_0229,DIG,1,8.76
CYC_0229_P2,CYC_0229,LIFT,2,5.48
CYC_0229_P3,CYC_0229,SWING,3,7.28
CYC_0229_P4,CYC_0229,DUMP,4,5.82
CYC_0229_P5,CYC_0229,REPOSITION,5,9.76
CYC_0230_P1,CYC_0230,DIG,1,7.76
CYC_0230_P2,CYC_0230,LIFT,2,5.15
CYC_0230_P3,CYC_0230,SWING,3,6.22
CYC_0230_P4,CYC_0230,DUMP,4,5.66
CYC_0230_P5,CYC_0230,REPOSITION,5,8.09
CYC_0231_P1,CYC_0231,DIG,1,7.53
CYC_0231_P2,CYC_0231,LIFT,2,4.9
CYC_0231_P3,CYC_0231,SWING,3,6.61
CYC_0231_P4,CYC_0231,DUMP,4,5.78
CYC_0231_P5,CYC_0231,REPOSITION,5,8.97
CYC_0232_P1,CYC_0232,DIG,1,9.59
CYC_0232_P2,CYC_0232,LIFT,2,5.64
CYC_0232_P3,CYC_0232,SWING,3,6.88
CYC_0232_P4,CYC_0232,DUMP,4,5.3
CYC_0232_P5,CYC_0232,REPOSITION,5,10.48
CYC_0233_P1,CYC_0233,DIG,1,7.54
CYC_0233_P2,CYC_0233,LIFT,2,5.75
CYC_0233_P3,CYC_0233,SWING,3,6.48
CYC_0233_P4,CYC_0233,DUMP,4,5.53
CYC_0233_P5,CYC_0233,REPOSITION,5,9.17
CYC_0234_P1,CYC_0234,DIG,1,7.88
CYC_0234_P2,CYC_0234,LIFT,2,5.56
CYC_0234_P3,CYC_0234,SWING,3,6.15
CYC_0234_P4,CYC_0234,DUMP,4,5.41
CYC_0234_P5,CYC_0234,REPOSITION,5,8.65
CYC_0235_P1,CYC_0235,DIG,1,7.86
CYC_0235_P2,CYC_0235,LIFT,2,5.17
CYC_0235_P3,CYC_0235,SWING,3,6.04
CYC_0235_P4,CYC_0235,DUMP,4,5.57
CYC_0235_P5,CYC_0235,REPOSITION,5,7.28
CYC_0236_P1,CYC_0236,DIG,1,7.79
CYC_0236_P2,CYC_0236,LIFT,2,5.51
CYC_0236_P3,CYC_0236,SWING,3,6.17
CYC_0236_P4,CYC_0236,DUMP,4,5.74
CYC_0236_P5,CYC_0236,REPOSITION,5,8.94
CYC_0237_P1,CYC_0237,DIG,1,7.73
CYC_0237_P2,CYC_0237,LIFT,2,5.69
CYC_0237_P3,CYC_0237,SWING,3,6.4
CYC_0237_P4,CYC_0237,DUMP,4,5.61
CYC_0237_P5,CYC_0237,REPOSITION,5,8.41
CYC_0238_P1,CYC_0238,DIG,1,8.01
CYC_0238_P2,CYC_0238,LIFT,2,5.58
CYC_0238_P3,CYC_0238,SWING,3,7.86
CYC_0238_P4,CYC_0238,DUMP,4,5.62
CYC_0238_P5,CYC_0238,REPOSITION,5,14.04
CYC_0239_P1,CYC_0239,DIG,1,7.57
CYC_0239_P2,CYC_0239,LIFT,2,5.32
CYC_0239_P3,CYC_0239,SWING,3,6.09
CYC_0239_P4,CYC_0239,DUMP,4,5.74
CYC_0239_P5,CYC_0239,REPOSITION,5,6.91
CYC_0240_P1,CYC_0240,DIG,1,9.3
CYC_0240_P2,CYC_0240,LIFT,2,5.23
CYC_0240_P3,CYC_0240,SWING,3,6.49
CYC_0240_P4,CYC_0240,DUMP,4,6.09
CYC_0240_P5,CYC_0240,REPOSITION,5,8.76
CYC_0241_P1,CYC_0241,DIG,1,7.13
CYC_0241_P2,CYC_0241,LIFT,2,6.56
CYC_0241_P3,CYC_0241,SWING,3,7.77
CYC_0241_P4,CYC_0241,DUMP,4,5.74
CYC_0241_P5,CYC_0241,REPOSITION,5,12.34
CYC_0242_P1,CYC_0242,DIG,1,8.43
CYC_0242_P2,CYC_0242,LIFT,2,6.26
CYC_0242_P3,CYC_0242,SWING,3,6.31
CYC_0242_P4,CYC_0242,DUMP,4,7.21
CYC_0242_P5,CYC_0242,REPOSITION,5,10.62
CYC_0243_P1,CYC_0243,DIG,1,7.47
CYC_0243_P2,CYC_0243,LIFT,2,5.84
CYC_0243_P3,CYC_0243,SWING,3,6.89
CYC_0243_P4,CYC_0243,DUMP,4,5.53
CYC_0243_P5,CYC_0243,REPOSITION,5,13.51
CYC_0244_P1,CYC_0244,DIG,1,7.4
CYC_0244_P2,CYC_0244,LIFT,2,5.55
CYC_0244_P3,CYC_0244,SWING,3,6.44
CYC_0244_P4,CYC_0244,DUMP,4,5.59
CYC_0244_P5,CYC_0244,REPOSITION,5,7.37
CYC_0245_P1,CYC_0245,DIG,1,8.08
CYC_0245_P2,CYC_0245,LIFT,2,5.25
CYC_0245_P3,CYC_0245,SWING,3,6.29
CYC_0245_P4,CYC_0245,DUMP,4,5.63
CYC_0245_P5,CYC_0245,REPOSITION,5,9.42
CYC_0246_P1,CYC_0246,DIG,1,8.52
CYC_0246_P2,CYC_0246,LIFT,2,5.25
CYC_0246_P3,CYC_0246,SWING,3,6.31
CYC_0246_P4,CYC_0246,DUMP,4,5.61
CYC_0246_P5,CYC_0246,REPOSITION,5,11.23
CYC_0247_P1,CYC_0247,DIG,1,8.48
CYC_0247_P2,CYC_0247,LIFT,2,5.79
CYC_0247_P3,CYC_0247,SWING,3,6.75
CYC_0247_P4,CYC_0247,DUMP,4,6.1
CYC_0247_P5,CYC_0247,REPOSITION,5,8.55
CYC_0248_P1,CYC_0248,DIG,1,10.18
CYC_0248_P2,CYC_0248,LIFT,2,6.74
CYC_0248_P3,CYC_0248,SWING,3,7.74
CYC_0248_P4,CYC_0248,DUMP,4,5.42
CYC_0248_P5,CYC_0248,REPOSITION,5,8.47
CYC_0249_P1,CYC_0249,DIG,1,9.38
CYC_0249_P2,CYC_0249,LIFT,2,6.51
CYC_0249_P3,CYC_0249,SWING,3,7.47
CYC_0249_P4,CYC_0249,DUMP,4,5.45
CYC_0249_P5,CYC_0249,REPOSITION,5,8.48
CYC_0250_P1,CYC_0250,DIG,1,10.58
CYC_0250_P2,CYC_0250,LIFT,2,7.0
CYC_0250_P3,CYC_0250,SWING,3,8.24
CYC_0250_P4,CYC_0250,DUMP,4,4.79
CYC_0250_P5,CYC_0250,REPOSITION,5,9.94
CYC_0251_P1,CYC_0251,DIG,1,10.08
CYC_0251_P2,CYC_0251,LIFT,2,6.33
CYC_0251_P3,CYC_0251,SWING,3,7.37
CYC_0251_P4,CYC_0251,DUMP,4,5.75
CYC_0251_P5,CYC_0251,REPOSITION,5,8.41
CYC_0252_P1,CYC_0252,DIG,1,10.6
CYC_0252_P2,CYC_0252,LIFT,2,6.88
CYC_0252_P3,CYC_0252,SWING,3,8.73
CYC_0252_P4,CYC_0252,DUMP,4,6.78
CYC_0252_P5,CYC_0252,REPOSITION,5,10.21
CYC_0253_P1,CYC_0253,DIG,1,9.44
CYC_0253_P2,CYC_0253,LIFT,2,6.18
CYC_0253_P3,CYC_0253,SWING,3,7.75
CYC_0253_P4,CYC_0253,DUMP,4,5.57
CYC_0253_P5,CYC_0253,REPOSITION,5,8.53
CYC_0254_P1,CYC_0254,DIG,1,8.85
CYC_0254_P2,CYC_0254,LIFT,2,6.58
CYC_0254_P3,CYC_0254,SWING,3,7.82
CYC_0254_P4,CYC_0254,DUMP,4,5.63
CYC_0254_P5,CYC_0254,REPOSITION,5,7.64
CYC_0255_P1,CYC_0255,DIG,1,9.57
CYC_0255_P2,CYC_0255,LIFT,2,6.66
CYC_0255_P3,CYC_0255,SWING,3,7.74
CYC_0255_P4,CYC_0255,DUMP,4,5.62
CYC_0255_P5,CYC_0255,REPOSITION,5,8.93
CYC_0256_P1,CYC_0256,DIG,1,9.6
CYC_0256_P2,CYC_0256,LIFT,2,6.46
CYC_0256_P3,CYC_0256,SWING,3,7.54
CYC_0256_P4,CYC_0256,DUMP,4,5.54
CYC_0256_P5,CYC_0256,REPOSITION,5,8.43
CYC_0257_P1,CYC_0257,DIG,1,9.13
CYC_0257_P2,CYC_0257,LIFT,2,6.44
CYC_0257_P3,CYC_0257,SWING,3,7.43
CYC_0257_P4,CYC_0257,DUMP,4,5.39
CYC_0257_P5,CYC_0257,REPOSITION,5,8.9
CYC_0258_P1,CYC_0258,DIG,1,8.39
CYC_0258_P2,CYC_0258,LIFT,2,5.87
CYC_0258_P3,CYC_0258,SWING,3,8.24
CYC_0258_P4,CYC_0258,DUMP,4,5.95
CYC_0258_P5,CYC_0258,REPOSITION,5,13.78
CYC_0259_P1,CYC_0259,DIG,1,9.16
CYC_0259_P2,CYC_0259,LIFT,2,6.57
CYC_0259_P3,CYC_0259,SWING,3,7.74
CYC_0259_P4,CYC_0259,DUMP,4,5.41
CYC_0259_P5,CYC_0259,REPOSITION,5,14.31
CYC_0260_P1,CYC_0260,DIG,1,9.24
CYC_0260_P2,CYC_0260,LIFT,2,6.75
CYC_0260_P3,CYC_0260,SWING,3,6.23
CYC_0260_P4,CYC_0260,DUMP,4,5.34
CYC_0260_P5,CYC_0260,REPOSITION,5,9.73
CYC_0261_P1,CYC_0261,DIG,1,9.26
CYC_0261_P2,CYC_0261,LIFT,2,7.33
CYC_0261_P3,CYC_0261,SWING,3,7.54
CYC_0261_P4,CYC_0261,DUMP,4,6.53
CYC_0261_P5,CYC_0261,REPOSITION,5,11.08
CYC_0262_P1,CYC_0262,DIG,1,8.9
CYC_0262_P2,CYC_0262,LIFT,2,5.99
CYC_0262_P3,CYC_0262,SWING,3,6.87
CYC_0262_P4,CYC_0262,DUMP,4,6.11
CYC_0262_P5,CYC_0262,REPOSITION,5,9.08
CYC_0263_P1,CYC_0263,DIG,1,7.0
CYC_0263_P2,CYC_0263,LIFT,2,5.51
CYC_0263_P3,CYC_0263,SWING,3,5.6
CYC_0263_P4,CYC_0263,DUMP,4,5.32
CYC_0263_P5,CYC_0263,REPOSITION,5,10.02
CYC_0264_P1,CYC_0264,DIG,1,8.31
CYC_0264_P2,CYC_0264,LIFT,2,5.71
CYC_0264_P3,CYC_0264,SWING,3,6.78
CYC_0264_P4,CYC_0264,DUMP,4,5.62
CYC_0264_P5,CYC_0264,REPOSITION,5,8.79
CYC_0265_P1,CYC_0265,DIG,1,8.9
CYC_0265_P2,CYC_0265,LIFT,2,5.57
CYC_0265_P3,CYC_0265,SWING,3,6.24
CYC_0265_P4,CYC_0265,DUMP,4,5.7
CYC_0265_P5,CYC_0265,REPOSITION,5,9.4
CYC_0266_P1,CYC_0266,DIG,1,8.99
CYC_0266_P2,CYC_0266,LIFT,2,5.85
CYC_0266_P3,CYC_0266,SWING,3,6.57
CYC_0266_P4,CYC_0266,DUMP,4,5.68
CYC_0266_P5,CYC_0266,REPOSITION,5,9.04
CYC_0267_P1,CYC_0267,DIG,1,8.15
CYC_0267_P2,CYC_0267,LIFT,2,6.94
CYC_0267_P3,CYC_0267,SWING,3,7.03
CYC_0267_P4,CYC_0267,DUMP,4,4.78
CYC_0267_P5,CYC_0267,REPOSITION,5,11.22
CYC_0268_P1,CYC_0268,DIG,1,8.7
CYC_0268_P2,CYC_0268,LIFT,2,6.1
CYC_0268_P3,CYC_0268,SWING,3,6.73
CYC_0268_P4,CYC_0268,DUMP,4,5.22
CYC_0268_P5,CYC_0268,REPOSITION,5,12.0
CYC_0269_P1,CYC_0269,DIG,1,8.84
CYC_0269_P2,CYC_0269,LIFT,2,5.36
CYC_0269_P3,CYC_0269,SWING,3,7.14
CYC_0269_P4,CYC_0269,DUMP,4,5.88
CYC_0269_P5,CYC_0269,REPOSITION,5,11.36
CYC_0270_P1,CYC_0270,DIG,1,8.77
CYC_0270_P2,CYC_0270,LIFT,2,5.67
CYC_0270_P3,CYC_0270,SWING,3,6.95
CYC_0270_P4,CYC_0270,DUMP,4,5.9
CYC_0270_P5,CYC_0270,REPOSITION,5,8.25
CYC_0271_P1,CYC_0271,DIG,1,7.68
CYC_0271_P2,CYC_0271,LIFT,2,6.5
CYC_0271_P3,CYC_0271,SWING,3,7.04
CYC_0271_P4,CYC_0271,DUMP,4,5.84
CYC_0271_P5,CYC_0271,REPOSITION,5,14.12
CYC_0272_P1,CYC_0272,DIG,1,8.24
CYC_0272_P2,CYC_0272,LIFT,2,6.06
CYC_0272_P3,CYC_0272,SWING,3,6.89
CYC_0272_P4,CYC_0272,DUMP,4,5.52
CYC_0272_P5,CYC_0272,REPOSITION,5,9.53
CYC_0273_P1,CYC_0273,DIG,1,8.76
CYC_0273_P2,CYC_0273,LIFT,2,5.04
CYC_0273_P3,CYC_0273,SWING,3,6.72
CYC_0273_P4,CYC_0273,DUMP,4,5.66
CYC_0273_P5,CYC_0273,REPOSITION,5,9.18
CYC_0274_P1,CYC_0274,DIG,1,7.93
CYC_0274_P2,CYC_0274,LIFT,2,6.01
CYC_0274_P3,CYC_0274,SWING,3,6.95
CYC_0274_P4,CYC_0274,DUMP,4,5.95
CYC_0274_P5,CYC_0274,REPOSITION,5,8.7
CYC_0275_P1,CYC_0275,DIG,1,9.06
CYC_0275_P2,CYC_0275,LIFT,2,5.81
CYC_0275_P3,CYC_0275,SWING,3,6.81
CYC_0275_P4,CYC_0275,DUMP,4,5.56
CYC_0275_P5,CYC_0275,REPOSITION,5,8.76
CYC_0276_P1,CYC_0276,DIG,1,10.31
CYC_0276_P2,CYC_0276,LIFT,2,6.02
CYC_0276_P3,CYC_0276,SWING,3,6.44
CYC_0276_P4,CYC_0276,DUMP,4,6.57
CYC_0276_P5,CYC_0276,REPOSITION,5,12.41
CYC_0277_P1,CYC_0277,DIG,1,9.47
CYC_0277_P2,CYC_0277,LIFT,2,6.08
CYC_0277_P3,CYC_0277,SWING,3,7.41
CYC_0277_P4,CYC_0277,DUMP,4,6.02
CYC_0277_P5,CYC_0277,REPOSITION,5,11.87
CYC_0278_P1,CYC_0278,DIG,1,8.28
CYC_0278_P2,CYC_0278,LIFT,2,5.89
CYC_0278_P3,CYC_0278,SWING,3,6.82
CYC_0278_P4,CYC_0278,DUMP,4,5.48
CYC_0278_P5,CYC_0278,REPOSITION,5,8.91
CYC_0279_P1,CYC_0279,DIG,1,8.86
CYC_0279_P2,CYC_0279,LIFT,2,5.35
CYC_0279_P3,CYC_0279,SWING,3,6.56
CYC_0279_P4,CYC_0279,DUMP,4,5.06
CYC_0279_P5,CYC_0279,REPOSITION,5,10.94
CYC_0280_P1,CYC_0280,DIG,1,8.45
CYC_0280_P2,CYC_0280,LIFT,2,6.75
CYC_0280_P3,CYC_0280,SWING,3,7.48
CYC_0280_P4,CYC_0280,DUMP,4,5.99
CYC_0280_P5,CYC_0280,REPOSITION,5,12.67
CYC_0281_P1,CYC_0281,DIG,1,8.15
CYC_0281_P2,CYC_0281,LIFT,2,5.89
CYC_0281_P3,CYC_0281,SWING,3,6.57
CYC_0281_P4,CYC_0281,DUMP,4,5.61
CYC_0281_P5,CYC_0281,REPOSITION,5,8.53
CYC_0282_P1,CYC_0282,DIG,1,9.62
CYC_0282_P2,CYC_0282,LIFT,2,5.04
CYC_0282_P3,CYC_0282,SWING,3,6.02
CYC_0282_P4,CYC_0282,DUMP,4,5.72
CYC_0282_P5,CYC_0282,REPOSITION,5,11.88
CYC_0283_P1,CYC_0283,DIG,1,10.25
CYC_0283_P2,CYC_0283,LIFT,2,6.41
CYC_0283_P3,CYC_0283,SWING,3,7.39
CYC_0283_P4,CYC_0283,DUMP,4,5.75
CYC_0283_P5,CYC_0283,REPOSITION,5,9.71
CYC_0284_P1,CYC_0284,DIG,1,12.26
CYC_0284_P2,CYC_0284,LIFT,2,7.43
CYC_0284_P3,CYC_0284,SWING,3,8.04
CYC_0284_P4,CYC_0284,DUMP,4,6.19
CYC_0284_P5,CYC_0284,REPOSITION,5,11.39
CYC_0285_P1,CYC_0285,DIG,1,10.98
CYC_0285_P2,CYC_0285,LIFT,2,6.18
CYC_0285_P3,CYC_0285,SWING,3,7.05
CYC_0285_P4,CYC_0285,DUMP,4,5.27
CYC_0285_P5,CYC_0285,REPOSITION,5,10.16
CYC_0286_P1,CYC_0286,DIG,1,10.73
CYC_0286_P2,CYC_0286,LIFT,2,6.7
CYC_0286_P3,CYC_0286,SWING,3,7.39
CYC_0286_P4,CYC_0286,DUMP,4,5.05
CYC_0286_P5,CYC_0286,REPOSITION,5,14.02
CYC_0287_P1,CYC_0287,DIG,1,11.73
CYC_0287_P2,CYC_0287,LIFT,2,6.78
CYC_0287_P3,CYC_0287,SWING,3,7.47
CYC_0287_P4,CYC_0287,DUMP,4,5.15
CYC_0287_P5,CYC_0287,REPOSITION,5,12.72
CYC_0288_P1,CYC_0288,DIG,1,11.26
CYC_0288_P2,CYC_0288,LIFT,2,5.28
CYC_0288_P3,CYC_0288,SWING,3,7.2
CYC_0288_P4,CYC_0288,DUMP,4,7.33
CYC_0288_P5,CYC_0288,REPOSITION,5,10.11
CYC_0289_P1,CYC_0289,DIG,1,10.71
CYC_0289_P2,CYC_0289,LIFT,2,6.61
CYC_0289_P3,CYC_0289,SWING,3,7.49
CYC_0289_P4,CYC_0289,DUMP,4,4.88
CYC_0289_P5,CYC_0289,REPOSITION,5,9.36
CYC_0290_P1,CYC_0290,DIG,1,11.3
CYC_0290_P2,CYC_0290,LIFT,2,6.61
CYC_0290_P3,CYC_0290,SWING,3,7.55
CYC_0290_P4,CYC_0290,DUMP,4,4.97
CYC_0290_P5,CYC_0290,REPOSITION,5,9.34
CYC_0291_P1,CYC_0291,DIG,1,11.01
CYC_0291_P2,CYC_0291,LIFT,2,8.08
CYC_0291_P3,CYC_0291,SWING,3,7.79
CYC_0291_P4,CYC_0291,DUMP,4,5.18
CYC_0291_P5,CYC_0291,REPOSITION,5,10.97
CYC_0292_P1,CYC_0292,DIG,1,11.25
CYC_0292_P2,CYC_0292,LIFT,2,8.09
CYC_0292_P3,CYC_0292,SWING,3,7.45
CYC_0292_P4,CYC_0292,DUMP,4,6.32
CYC_0292_P5,CYC_0292,REPOSITION,5,10.13
CYC_0293_P1,CYC_0293,DIG,1,9.88
CYC_0293_P2,CYC_0293,LIFT,2,6.92
CYC_0293_P3,CYC_0293,SWING,3,6.29
CYC_0293_P4,CYC_0293,DUMP,4,5.8
CYC_0293_P5,CYC_0293,REPOSITION,5,9.04
CYC_0294_P1,CYC_0294,DIG,1,9.53
CYC_0294_P2,CYC_0294,LIFT,2,6.6
CYC_0294_P3,CYC_0294,SWING,3,6.31
CYC_0294_P4,CYC_0294,DUMP,4,5.42
CYC_0294_P5,CYC_0294,REPOSITION,5,8.62
CYC_0295_P1,CYC_0295,DIG,1,9.71
CYC_0295_P2,CYC_0295,LIFT,2,6.99
CYC_0295_P3,CYC_0295,SWING,3,5.93
CYC_0295_P4,CYC_0295,DUMP,4,5.29
CYC_0295_P5,CYC_0295,REPOSITION,5,8.56
CYC_0296_P1,CYC_0296,DIG,1,9.17
CYC_0296_P2,CYC_0296,LIFT,2,6.63
CYC_0296_P3,CYC_0296,SWING,3,6.62
CYC_0296_P4,CYC_0296,DUMP,4,5.81
CYC_0296_P5,CYC_0296,REPOSITION,5,8.19
CYC_0297_P1,CYC_0297,DIG,1,8.69
CYC_0297_P2,CYC_0297,LIFT,2,6.47
CYC_0297_P3,CYC_0297,SWING,3,8.58
CYC_0297_P4,CYC_0297,DUMP,4,6.5
CYC_0297_P5,CYC_0297,REPOSITION,5,13.19
CYC_0298_P1,CYC_0298,DIG,1,9.7
CYC_0298_P2,CYC_0298,LIFT,2,6.46
CYC_0298_P3,CYC_0298,SWING,3,6.24
CYC_0298_P4,CYC_0298,DUMP,4,5.38
CYC_0298_P5,CYC_0298,REPOSITION,5,9.33
CYC_0299_P1,CYC_0299,DIG,1,8.23
CYC_0299_P2,CYC_0299,LIFT,2,6.63
CYC_0299_P3,CYC_0299,SWING,3,9.02
CYC_0299_P4,CYC_0299,DUMP,4,6.5
